Age,Avg Monthly GB Download,Avg Monthly Long Distance Charges,City,CLTV,Contract,Country,Customer ID,Customer Status,Dependents,Device Protection Plan,Gender,Internet Service,Internet Type,Lat Long,Latitude,Longitude,Married,Monthly Charge,Multiple Lines,Number of Dependents,Number of Referrals,Offer,Online Backup,Online Security,Paperless Billing,Partner,Payment Method,Phone Service,Population,Premium Tech Support,Quarter,Referred a Friend,Satisfaction Score,Senior Citizen,State,Streaming Movies,Streaming Music,Streaming TV,Tenure in Months,Total Charges,Total Extra Data Charges,Total Long Distance Charges,Total Refunds,Total Revenue,Under 30,Unlimited Data,Zip Code,Churn
31,8,43.17,Chilcoot,4027,One Year,United States,2188-SXWVT,Stayed,0,0,Female,1,2,"39.872961, -120.198876",39.872961,-120.198876,0,55,0,0,0,Offer C,1,1,0,0,Credit Card,1,650,0,Q3,0,4,0,California,0,0,0,34,1885.15,0,1467.78,0,3352.93,0,1,96105,0
40,8,6,Spring Valley,5479,Month-to-Month,United States,7277-OZCGZ,Stayed,0,0,Female,1,3,"32.730264, -116.950963",32.730264,-116.950963,0,89.05,0,0,0,,0,1,1,0,Bank Withdrawal,1,7863,1,Q3,0,3,0,California,1,1,0,22,1886.25,0,132,0,2018.25,0,1,91978,0
75,28,25.78,Moreno Valley,5137,Month-to-Month,United States,4021-RQSNY,Churned,0,1,Male,1,3,"33.907361, -117.109972",33.907361,-117.109972,1,98.5,1,0,1,,0,0,1,1,Bank Withdrawal,1,12743,0,Q3,1,3,1,California,1,1,1,29,3004.15,40,747.62,37.55,3754.22,0,0,92555,1
26,52,43.56,Carnelian Bay,2973,Month-to-Month,United States,0023-XUOPT,Churned,0,1,Female,1,3,"39.227434, -120.091806",39.227434,-120.091806,1,94.1,1,0,1,,1,0,0,1,Bank Withdrawal,1,1943,0,Q3,1,1,0,California,0,0,1,13,1215.6,0,566.28,0,1781.88,1,1,96140,1
45,0,18.57,Sun City,5586,One Year,United States,1178-PZGAB,Stayed,0,0,Female,0,,"33.739412, -117.173334",33.739412,-117.173334,0,20.25,0,0,0,,0,0,0,0,Credit Card,1,8692,0,Q3,0,4,0,California,0,0,0,19,383.65,0,352.83,0,736.48,0,0,92585,0
68,27,47.75,Madeline,3792,Two Year,United States,6267-DCFFZ,Stayed,0,0,Female,1,3,"41.042003, -120.506086",41.042003,-120.506086,1,90.05,1,0,8,Offer C,1,0,1,1,Bank Withdrawal,1,85,0,Q3,1,5,1,California,0,0,1,30,2627.2,0,1432.5,0,4059.7,0,1,96119,0
39,4,30.79,Westlake Village,5790,Month-to-Month,United States,3566-VVORZ,Stayed,0,0,Female,1,2,"34.130992, -118.894673",34.130992,-118.894673,1,45.9,0,0,0,,0,0,0,1,Bank Withdrawal,1,18735,0,Q3,0,3,0,California,0,0,0,12,505.95,0,369.48,0,875.43,0,1,91361,0
69,8,40.94,Midpines,4097,Two Year,United States,6963-EZQEE,Stayed,0,1,Male,1,2,"37.581496, -119.972762",37.581496,-119.972762,1,88.55,1,0,4,,1,1,1,1,Credit Card,1,433,1,Q3,1,3,1,California,1,0,1,70,6306.5,0,2865.8,0,9172.3,0,1,95345,0
34,21,13.62,Somerset,2614,Month-to-Month,United States,5133-POWUA,Joined,0,0,Male,1,1,"38.606703, -120.586659",38.606703,-120.586659,0,45.8,0,0,0,,0,0,1,0,Credit Card,1,2958,0,Q3,0,5,0,California,0,0,0,1,45.8,0,13.62,0,59.42,0,1,95684,0
35,76,0,Sultana,5569,Month-to-Month,United States,5337-IIWKZ,Stayed,1,1,Male,1,2,"36.545353, -119.338535",36.545353,-119.338535,1,44.85,0,3,2,Offer C,0,0,1,1,Bank Withdrawal,0,306,1,Q3,1,4,0,California,0,0,1,34,1442.6,0,0,0,1442.6,0,1,93666,0
56,56,20.32,Whittier,5817,Two Year,United States,1063-DHQJF,Stayed,1,0,Male,1,3,"33.929704, -118.01208",33.929704,-118.01208,1,92.15,0,3,2,Offer A,1,0,1,1,Mailed Check,1,37887,1,Q3,1,3,0,California,0,0,1,69,6480.9,0,1402.08,0,7882.98,0,1,90604,0
32,0,10.9,El Cajon,5811,One Year,United States,4425-OWHWB,Stayed,0,0,Female,0,,"32.785165, -116.862648",32.785165,-116.862648,0,19.35,0,0,0,,0,0,1,0,Credit Card,1,40995,0,Q3,0,5,0,California,0,0,0,20,433.75,0,218,0,651.75,0,0,92019,0
66,29,45.04,Santa Ana,3711,One Year,United States,2403-BCASL,Churned,0,1,Male,1,1,"33.766004, -117.786763",33.766004,-117.786763,1,111.95,1,0,1,Offer B,1,0,1,1,Bank Withdrawal,1,44117,1,Q3,1,2,1,California,1,0,1,41,4534.9,0,1846.64,0,6381.54,0,1,92705,1
27,52,0,Squaw Valley,2819,Month-to-Month,United States,0980-PVMRC,Stayed,1,0,Female,1,2,"36.719141, -119.202677",36.719141,-119.202677,1,50.85,0,3,0,,1,0,1,1,Bank Withdrawal,0,3146,0,Q3,0,3,0,California,1,1,1,40,2036.55,0,0,0,2036.55,1,1,93675,0
59,0,45.54,South Pasadena,3990,Month-to-Month,United States,1159-WFSGR,Stayed,1,0,Female,0,,"34.110444, -118.156957",34.110444,-118.156957,1,20.4,0,2,3,Offer D,0,0,0,1,Bank Withdrawal,1,23984,0,Q3,1,4,0,California,0,0,0,16,321.4,0,728.64,0,1050.04,0,0,91030,0
39,5,0,Palo Alto,3119,One Year,United States,4905-JEFDW,Churned,0,1,Male,1,2,"37.416159, -122.131337",37.416159,-122.131337,0,41.6,0,0,0,,0,0,1,0,Bank Withdrawal,0,24492,0,Q3,0,2,0,California,0,0,1,11,470.6,0,0,0,470.6,0,1,94306,1
29,58,11.4,San Jose,2072,One Year,United States,9330-DHBFL,Stayed,0,1,Female,1,2,"37.277592, -121.986477",37.277592,-121.986477,1,66.25,0,0,4,,1,1,1,1,Credit Card,1,13481,1,Q3,1,4,0,California,0,0,0,23,1533.8,0,262.2,23.92,1772.08,1,1,95130,0
51,0,46.61,Cypress,6303,Two Year,United States,2007-QVGAW,Stayed,1,0,Female,0,,"33.818477, -118.038307",33.818477,-118.038307,1,19.35,0,1,10,Offer A,0,0,1,1,Bank Withdrawal,1,47344,0,Q3,1,4,0,California,0,0,0,68,1292.65,0,3169.48,0,4462.13,0,0,90630,0
37,18,48.07,Port Costa,4242,Month-to-Month,United States,4391-LNRXK,Stayed,0,1,Male,1,3,"38.035707, -122.196821",38.035707,-122.196821,0,94.95,0,0,0,Offer D,1,0,1,0,Bank Withdrawal,1,173,1,Q3,0,5,0,California,1,1,0,22,2142.8,0,1057.54,0,3200.34,0,1,94569,0
59,0,7.8,Arnold,5084,Month-to-Month,United States,8992-CEUEN,Joined,0,0,Female,0,,"38.32153, -120.236358",38.32153,-120.236358,0,18.85,0,0,0,,0,0,0,0,Bank Withdrawal,1,5159,0,Q3,0,4,0,California,0,0,0,1,18.85,0,7.8,0,26.65,0,0,95223,0
34,18,41.18,Ione,6153,One Year,United States,2696-ECXKC,Stayed,1,0,Female,1,3,"38.33788, -120.954202",38.33788,-120.954202,1,100.9,1,1,6,Offer B,0,1,0,1,Credit Card,1,9752,0,Q3,1,4,0,California,1,1,1,55,5448.6,0,2264.9,0,7713.5,0,1,95640,0
28,59,33.95,Redcrest,5530,Month-to-Month,United States,5701-ZIKJE,Stayed,0,0,Male,1,2,"40.363446, -123.835041",40.363446,-123.835041,0,50.55,0,0,0,Offer D,0,0,1,0,Credit Card,1,400,1,Q3,0,5,0,California,0,1,0,13,610.75,0,441.35,0,1052.1,1,1,95569,0
37,12,28.37,Byron,2651,Month-to-Month,United States,2683-BPJSO,Churned,0,0,Male,1,3,"37.83323, -121.601461",37.83323,-121.601461,1,84.45,1,0,0,,1,1,1,1,Bank Withdrawal,1,10153,0,Q3,0,1,0,California,0,0,0,29,2467.1,0,822.73,0,3289.83,0,1,94514,1
32,11,45.69,Frazier Park,5787,Month-to-Month,United States,5183-SNMJQ,Stayed,0,0,Male,1,3,"34.827662, -118.999073",34.827662,-118.999073,0,95.1,0,0,0,Offer D,0,0,1,0,Credit Card,1,4498,1,Q3,0,3,0,California,1,1,1,10,865.1,0,456.9,43.25,1278.75,0,1,93225,0
70,23,48.46,Ladera Ranch,4812,Two Year,United States,1302-UHBDD,Stayed,0,0,Male,1,3,"33.569186, -117.640055",33.569186,-117.640055,0,89.95,0,0,0,Offer D,0,0,0,0,Bank Withdrawal,1,350,0,Q3,0,4,1,California,1,0,1,20,1648.45,0,969.2,0,2617.65,0,1,92694,0
42,16,34.17,Bakersfield,4477,Month-to-Month,United States,3096-GKWEB,Stayed,0,0,Male,1,3,"35.449881, -118.841442",35.449881,-118.841442,1,94.75,1,0,1,,0,0,1,1,Bank Withdrawal,1,53481,0,Q3,1,4,0,California,1,1,1,18,1691.9,0,615.06,0,2306.96,0,1,93306,0
19,73,41.22,Ladera Ranch,2551,Month-to-Month,United States,5044-LRQAQ,Stayed,0,0,Female,1,3,"33.569186, -117.640055",33.569186,-117.640055,1,69.2,0,0,8,,0,0,1,1,Bank Withdrawal,1,350,0,Q3,1,3,0,California,0,0,0,7,477.55,0,288.54,0,766.09,1,1,92694,0
32,19,5.85,Los Angeles,5586,Month-to-Month,United States,7760-OYPDY,Churned,1,0,Female,1,3,"33.987945, -118.370442",33.987945,-118.370442,0,80.65,0,2,0,,0,0,1,0,Bank Withdrawal,1,8115,0,Q3,0,1,0,California,0,0,1,2,144.15,20,11.7,0,175.85,0,0,90056,1
32,17,6.83,San Rafael,4770,One Year,United States,7629-WIXZF,Stayed,0,0,Female,1,2,"38.018065, -122.546024",38.018065,-122.546024,0,59.1,0,0,0,,0,1,1,0,Bank Withdrawal,1,28403,0,Q3,0,3,0,California,1,1,0,7,369.25,0,47.81,0,417.06,0,1,94903,0
51,29,46.89,Milpitas,6103,Two Year,United States,2323-ARSVR,Stayed,0,1,Male,1,3,"37.441931, -121.878502",37.441931,-121.878502,1,111.05,0,0,8,,1,1,1,1,Bank Withdrawal,1,62848,1,Q3,1,3,0,California,1,1,1,67,7321.05,0,3141.63,0,10462.68,0,1,95035,0
41,16,9.09,Pebble Beach,2020,Two Year,United States,5788-YPOEG,Stayed,1,1,Female,1,2,"36.587497, -121.944815",36.587497,-121.944815,1,84.75,0,2,9,Offer C,1,1,0,1,Credit Card,1,4602,1,Q3,1,3,0,California,1,1,1,34,2839.45,0,309.06,0,3148.51,0,1,93953,0
62,29,42.44,Fontana,3685,Month-to-Month,United States,8443-ZRDBZ,Churned,0,0,Male,1,3,"34.136367, -117.460803",34.136367,-117.460803,0,76.05,1,0,0,,0,0,1,0,Bank Withdrawal,1,54586,0,Q3,0,1,0,California,0,0,0,4,318.9,0,169.76,0,488.66,0,1,92336,1
44,25,42.55,Oxnard,5323,Month-to-Month,United States,8064-RAVOH,Joined,1,1,Male,1,2,"34.223244, -119.18012",34.223244,-119.18012,0,49.85,0,3,0,Offer E,0,0,1,0,Bank Withdrawal,1,79736,0,Q3,0,4,0,California,0,0,0,1,49.85,0,42.55,0,92.4,0,1,93030,0
55,17,26.8,Sacramento,3296,Month-to-Month,United States,8849-AYPTR,Stayed,0,0,Male,1,3,"38.567594, -121.437507",38.567594,-121.437507,1,91.25,0,0,1,Offer C,0,0,0,1,Bank Withdrawal,1,15975,0,Q3,1,5,0,California,1,1,1,33,2964.05,130,884.4,0,3978.45,0,0,95819,0
44,0,49.96,Pleasanton,5758,Two Year,United States,0559-CKHUS,Stayed,0,0,Female,0,,"37.685052, -121.912061",37.685052,-121.912061,1,19.55,0,0,6,Offer C,0,0,1,1,Credit Card,1,28568,0,Q3,1,3,0,California,0,0,0,29,521.8,0,1448.84,0,1970.64,0,0,94588,0
68,13,0,Sheep Ranch,4022,One Year,United States,1282-IHQAC,Stayed,0,1,Male,1,1,"38.244806, -120.417301",38.244806,-120.417301,0,44.05,0,0,0,Offer A,1,0,1,0,Credit Card,0,88,0,Q3,0,3,1,California,0,0,1,70,3011.65,0,0,0,3011.65,0,1,95250,0
49,3,10.13,Millville,4552,Month-to-Month,United States,8404-GFGCZ,Stayed,0,1,Male,1,2,"40.531257, -122.148139",40.531257,-122.148139,1,65.6,1,0,7,Offer E,0,0,0,1,Bank Withdrawal,1,830,0,Q3,1,4,0,California,0,0,1,4,250.1,0,40.52,0,290.62,0,1,96062,0
75,26,24.67,Lakeside,4598,Two Year,United States,3258-SYSWS,Stayed,0,1,Male,1,3,"32.909873, -116.906774",32.909873,-116.906774,0,113.8,1,0,0,,1,1,0,0,Bank Withdrawal,1,42277,1,Q3,0,3,1,California,1,0,1,72,7845.8,0,1776.24,0,9622.04,0,1,92040,0
66,30,18.69,Chico,5965,One Year,United States,7067-KSAZT,Churned,0,1,Female,1,3,"39.681488, -121.83721",39.681488,-121.83721,1,106.25,1,0,1,,1,0,1,1,Bank Withdrawal,1,32848,0,Q3,1,1,1,California,1,0,1,65,6979.8,0,1214.85,0,8194.65,0,1,95928,1
30,69,33.97,Riverside,5888,One Year,United States,7868-BGSZA,Stayed,0,1,Male,1,2,"33.9108, -117.398153",33.9108,-117.398153,1,80.2,1,0,7,,0,1,1,1,Bank Withdrawal,1,46550,0,Q3,1,3,0,California,1,1,1,43,3581.6,0,1460.71,0,5042.31,0,1,92504,0
75,29,29.53,Westmorland,4763,One Year,United States,2055-SIFSS,Stayed,0,0,Female,1,1,"33.03679, -115.60503",33.03679,-115.60503,1,51.65,1,0,5,,0,0,0,1,Bank Withdrawal,1,2388,0,Q3,1,3,1,California,0,0,0,55,2838.55,0,1624.15,0,4462.7,0,1,92281,0
65,20,49.5,Lee Vining,5676,Month-to-Month,United States,9898-KZQDZ,Churned,0,0,Female,1,3,"37.890145, -119.184087",37.890145,-119.184087,1,94.55,1,0,1,,0,0,1,1,Credit Card,1,504,0,Q3,1,1,1,California,1,1,1,40,3640.45,0,1980,0,5620.45,0,1,93541,1
44,0,10.2,Biggs,5607,Month-to-Month,United States,1622-HSHSF,Joined,0,0,Female,0,,"39.457388, -121.818201",39.457388,-121.818201,0,19.55,0,0,0,,0,0,1,0,Credit Card,1,3169,0,Q3,0,5,0,California,0,0,0,1,19.55,0,10.2,0,29.75,0,0,95917,0
42,0,8.55,Aptos,2924,Two Year,United States,9392-XBGTD,Stayed,1,0,Male,0,,"37.013471, -121.877877",37.013471,-121.877877,0,20.6,0,2,0,,0,0,0,0,Credit Card,1,24227,0,Q3,0,4,0,California,0,0,0,27,581.85,0,230.85,0,812.7,0,0,95003,0
25,52,29.07,Santa Rosa,5313,Month-to-Month,United States,5572-ZDXHY,Churned,0,0,Female,1,3,"38.468893, -122.580539",38.468893,-122.580539,0,84.3,0,0,0,,1,0,1,0,Mailed Check,1,25718,0,Q3,0,1,0,California,1,1,0,22,1855.65,0,639.54,0,2495.19,1,1,95409,1
61,25,20.11,Modesto,5865,Two Year,United States,3617-XLSGQ,Stayed,1,1,Female,1,3,"37.672906, -120.946594",37.672906,-120.946594,1,109.25,1,2,2,,1,1,0,1,Bank Withdrawal,1,47613,0,Q3,1,3,0,California,1,1,1,66,7082.5,80,1327.26,0,8489.76,0,0,95355,0
40,14,44.03,La Grange,6130,Two Year,United States,8901-UPRHR,Stayed,1,1,Female,1,3,"37.666587, -120.411517",37.666587,-120.411517,1,109.2,1,1,4,Offer A,1,0,1,1,Bank Withdrawal,1,1749,1,Q3,1,4,0,California,1,1,1,72,7711.45,0,3170.16,0,10881.61,0,1,95329,0
41,27,30.8,French Camp,3804,Month-to-Month,United States,4226-KKDON,Stayed,0,0,Male,1,2,"37.873283, -121.292034",37.873283,-121.292034,0,66.65,0,0,0,Offer E,1,0,1,0,Bank Withdrawal,1,5094,1,Q3,0,4,0,California,0,0,1,8,520.95,0,246.4,0,767.35,0,1,95231,0
38,24,36.05,Adelanto,2140,One Year,United States,6840-RESVB,Stayed,1,1,Male,1,1,"34.667815, -117.536183",34.667815,-117.536183,1,84.8,1,2,1,Offer C,0,1,1,1,Mailed Check,1,18980,1,Q3,1,3,0,California,1,1,1,24,1990.5,0,865.2,48.23,2807.47,0,1,92301,0
75,26,16.15,Modesto,6492,Month-to-Month,United States,1658-XUHBX,Stayed,1,1,Female,1,3,"37.670526, -120.877572",37.670526,-120.877572,1,88.75,1,1,3,,0,0,1,1,Credit Card,1,13343,0,Q3,1,3,1,California,1,0,0,59,5348.65,0,952.85,0,6301.5,0,1,95357,0
70,9,24.27,Del Rey,5513,One Year,United States,3349-ANQNH,Stayed,0,1,Female,1,3,"36.657462, -119.595293",36.657462,-119.595293,0,99.5,1,0,0,,0,0,1,0,Bank Withdrawal,1,1965,0,Q3,0,5,1,California,1,1,1,59,5890,0,1431.93,0,7321.93,0,1,93616,0
64,0,24.42,Sonora,5065,Two Year,United States,7115-IRDHS,Stayed,0,0,Female,0,,"37.982716, -120.343732",37.982716,-120.343732,1,24.65,1,0,3,,0,0,0,1,Bank Withdrawal,1,25340,0,Q3,1,5,0,California,0,0,0,72,1830.05,0,1758.24,0,3588.29,0,0,95370,0
65,26,11.93,Santa Barbara,3191,One Year,United States,1707-HABPF,Stayed,0,1,Female,1,3,"34.438581, -119.685368",34.438581,-119.685368,0,91.3,0,0,0,Offer B,1,0,1,0,Bank Withdrawal,1,20893,0,Q3,0,4,1,California,0,0,1,46,4126.35,0,548.78,0,4675.13,0,1,93103,0
62,7,39,Dutch Flat,2499,Month-to-Month,United States,1319-YLZJG,Stayed,0,1,Male,1,3,"39.197215, -120.83679",39.197215,-120.83679,1,84.6,0,0,9,Offer D,1,1,1,1,Bank Withdrawal,1,350,0,Q3,1,4,0,California,0,0,0,12,959.9,0,468,0,1427.9,0,1,95714,0
31,76,13.26,Riverside,4376,Two Year,United States,5696-CEIQJ,Stayed,1,1,Male,1,3,"33.9108, -117.398153",33.9108,-117.398153,1,103.15,0,3,4,Offer A,1,0,0,1,Bank Withdrawal,1,46550,1,Q3,1,3,0,California,1,1,1,67,6895.5,0,888.42,0,7783.92,0,1,92504,0
58,2,10.11,San Juan Capistrano,3803,Month-to-Month,United States,0365-BZUWY,Stayed,0,1,Male,1,3,"33.521447, -117.602555",33.521447,-117.602555,1,102.55,1,0,2,Offer D,1,0,1,1,Bank Withdrawal,1,34321,0,Q3,1,5,0,California,1,1,1,17,1742.5,0,171.87,0,1914.37,0,1,92675,0
22,27,33.69,Burbank,5502,Two Year,United States,9028-LIHRP,Stayed,1,1,Male,1,3,"34.169706, -118.323548",34.169706,-118.323548,1,100.2,0,1,1,,1,1,0,1,Credit Card,1,18539,1,Q3,1,3,0,California,0,0,1,71,7209,0,2391.99,0,9600.99,1,1,91506,0
69,14,7.29,Van Nuys,3170,Two Year,United States,2880-FPNAE,Joined,0,1,Male,1,3,"34.202494, -118.448048",34.202494,-118.448048,1,74.2,0,0,1,Offer E,0,0,1,1,Bank Withdrawal,1,51348,0,Q3,1,4,1,California,0,0,0,2,140.1,0,14.58,0,154.68,0,1,91405,0
58,8,42.86,Newport Beach,6198,One Year,United States,5791-KAJFD,Stayed,0,1,Female,1,2,"33.606336, -117.893042",33.606336,-117.893042,1,68.75,1,0,2,,0,1,1,1,Bank Withdrawal,1,3124,0,Q3,1,3,0,California,1,1,0,56,3808,0,2400.16,0,6208.16,0,1,92662,0
46,16,17.09,Los Angeles,3441,One Year,United States,5575-GNVDE,Stayed,0,1,Male,1,2,"33.949255, -118.246978",33.949255,-118.246978,0,56.95,0,0,0,,0,1,0,0,Mailed Check,1,44586,0,Q3,0,3,0,California,0,0,0,34,1889.5,0,581.06,0,2470.56,0,1,90002,0
71,26,27.14,Oro Grande,5205,Two Year,United States,6435-VWCCY,Stayed,0,0,Male,1,3,"34.647959, -117.296957",34.647959,-117.296957,1,92.7,1,0,3,Offer B,1,1,1,1,Credit Card,1,909,0,Q3,1,3,1,California,0,0,1,65,5968.4,0,1764.1,0,7732.5,0,1,92368,0
32,17,49.19,Tuolumne,5289,Month-to-Month,United States,2607-FBDFF,Joined,0,0,Male,1,2,"37.939768, -120.188002",37.939768,-120.188002,0,49,0,0,0,,0,0,0,0,Credit Card,1,3979,1,Q3,0,3,0,California,0,0,0,1,49,0,49.19,0,98.19,0,1,95379,0
41,14,16.73,Elverta,3784,One Year,United States,0691-NIKRI,Stayed,0,1,Female,1,3,"38.734997, -121.463719",38.734997,-121.463719,0,105.95,1,0,0,Offer B,0,0,1,0,Credit Card,1,6197,1,Q3,0,5,0,California,1,1,1,40,4335.2,0,669.2,0,5004.4,0,1,95626,0
58,0,31.73,Los Angeles,2882,Two Year,United States,3283-WCWXT,Stayed,1,0,Male,0,,"34.127194, -118.295647",34.127194,-118.295647,1,25.4,1,3,8,Offer E,0,0,0,1,Mailed Check,1,48727,0,Q3,1,3,0,California,0,0,0,6,153.3,0,190.38,0,343.68,0,0,90027,0
49,22,29.21,Cerritos,5886,Month-to-Month,United States,2876-GZYZC,Stayed,0,0,Female,1,3,"33.8681, -118.067402",33.8681,-118.067402,0,85.95,1,0,0,,0,0,1,0,Bank Withdrawal,1,51556,0,Q3,0,5,0,California,1,1,0,13,1215.65,0,379.73,0,1595.38,0,1,90703,0
41,0,42.66,Fairfield,2259,One Year,United States,4378-BZYFP,Stayed,0,0,Male,0,,"38.287136, -122.02711",38.287136,-122.02711,0,20.5,0,0,0,,0,0,1,0,Mailed Check,1,77683,0,Q3,0,3,0,California,0,0,0,17,365.8,0,725.22,0,1091.02,0,0,94533,0
44,5,17.8,French Camp,5186,Month-to-Month,United States,6087-MVHJH,Churned,0,1,Female,1,3,"37.873283, -121.292034",37.873283,-121.292034,0,88.45,1,0,0,Offer D,0,0,1,0,Bank Withdrawal,1,5094,0,Q3,0,2,0,California,1,1,0,16,1422.1,140,284.8,0,1846.9,0,0,95231,1
59,28,6.94,Calexico,5271,Month-to-Month,United States,3144-AUDBS,Churned,0,0,Female,1,2,"32.690654, -115.431225",32.690654,-115.431225,1,49.15,0,0,1,Offer E,0,0,1,1,Bank Withdrawal,1,27804,1,Q3,1,1,0,California,0,0,0,6,270.8,0,41.64,0,312.44,0,1,92231,1
21,53,42.18,Sacramento,6439,One Year,United States,7402-PWYJJ,Stayed,0,0,Female,1,3,"38.660442, -121.346321",38.660442,-121.346321,1,91.15,1,0,2,Offer B,0,0,1,1,Bank Withdrawal,1,20993,1,Q3,1,5,0,California,1,1,0,53,4862.5,150,2235.54,0,7248.04,1,0,95841,0
42,19,0,Los Angeles,3240,One Year,United States,3315-IKYZQ,Stayed,1,1,Male,1,2,"34.051809, -118.383843",34.051809,-118.383843,1,50.8,0,1,2,Offer C,0,1,0,1,Credit Card,0,27799,1,Q3,1,4,0,California,0,0,1,28,1386.8,0,0,0,1386.8,0,1,90035,0
70,21,35.38,Pauma Valley,2151,Month-to-Month,United States,1771-OADNZ,Churned,0,1,Male,1,3,"33.313828, -116.940501",33.313828,-116.940501,1,95.9,1,0,1,Offer C,1,0,1,1,Bank Withdrawal,1,2615,0,Q3,1,3,1,California,1,1,0,29,2745.2,50,1026.02,0,3821.22,0,0,92061,1
61,18,18.37,San Diego,5232,One Year,United States,0104-PPXDV,Stayed,0,1,Male,1,2,"32.697098, -117.116587",32.697098,-117.116587,1,50.3,0,0,10,,0,0,0,1,Credit Card,1,47431,0,Q3,1,5,0,California,0,0,0,58,2878.55,0,1065.46,10.23,3933.78,0,1,92113,0
55,7,25.59,Forest Ranch,3185,Month-to-Month,United States,9972-NKTFD,Stayed,0,0,Female,1,1,"40.077028, -121.494168",40.077028,-121.494168,0,54.65,0,0,0,,1,0,0,0,Bank Withdrawal,1,1351,1,Q3,0,5,0,California,0,0,0,28,1517.5,0,716.52,0,2234.02,0,1,95942,0
33,11,49.48,San Jose,4392,Month-to-Month,United States,4760-THGOT,Stayed,0,0,Female,1,3,"37.42765, -121.945416",37.42765,-121.945416,1,94.1,1,0,9,,1,1,1,1,Bank Withdrawal,1,9657,0,Q3,1,3,0,California,1,1,0,43,4107.3,0,2127.64,0,6234.94,0,1,95134,0
63,21,8.08,Travis Afb,5090,One Year,United States,5445-PZWGX,Churned,0,0,Male,1,3,"38.265899, -121.939461",38.265899,-121.939461,0,102,1,0,0,Offer B,1,1,0,0,Bank Withdrawal,1,9978,1,Q3,0,1,0,California,1,1,0,62,6529.25,110,500.96,0,7140.21,0,0,94535,1
78,20,40.55,Junction City,6418,One Year,United States,0993-OSGPT,Stayed,0,1,Female,1,2,"40.913192, -123.06597",40.913192,-123.06597,1,60.65,0,0,2,,1,0,1,1,Bank Withdrawal,1,734,1,Q3,1,5,1,California,0,0,0,68,3975.9,0,2757.4,0,6733.3,0,1,96048,0
25,47,21.14,Firebaugh,2136,Month-to-Month,United States,1357-MVDOZ,Stayed,1,1,Male,1,2,"36.785618, -120.625382",36.785618,-120.625382,1,59.65,0,1,7,Offer D,0,0,1,1,Bank Withdrawal,1,9491,0,Q3,1,3,0,California,0,0,1,11,683.25,0,232.54,0,915.79,1,1,93622,0
52,0,26.9,Kirkwood,2822,Month-to-Month,United States,2832-SCUCO,Joined,0,0,Female,0,,"38.631489, -120.015167",38.631489,-120.015167,0,19.9,0,0,0,Offer E,0,0,0,0,Bank Withdrawal,1,129,0,Q3,0,4,0,California,0,0,0,2,57.4,0,53.8,0,111.2,0,0,95646,0
24,73,21.74,Olema,4454,One Year,United States,4250-ZBWLV,Churned,0,1,Male,1,3,"38.052209, -122.775567",38.052209,-122.775567,0,108.45,1,0,0,Offer A,1,0,0,0,Bank Withdrawal,1,248,1,Q3,0,3,0,California,1,1,1,68,7176.55,0,1478.32,9.68,8645.19,1,1,94950,1
45,12,1.87,Calabasas,5096,Month-to-Month,United States,5968-VXZLG,Joined,0,0,Male,1,2,"34.130861, -118.68346",34.130861,-118.68346,0,46.6,0,0,0,,0,0,1,0,Bank Withdrawal,1,23661,0,Q3,0,4,0,California,0,0,0,2,87.9,0,3.74,0,91.64,0,1,91302,0
62,28,48.62,Forks Of Salmon,4512,One Year,United States,4184-VODJZ,Stayed,1,0,Male,1,3,"41.232128, -123.194748",41.232128,-123.194748,1,91.35,1,2,4,Offer B,1,0,1,1,Bank Withdrawal,1,170,0,Q3,1,4,0,California,1,1,0,63,5764.7,0,3063.06,18.78,8808.98,0,1,96031,0
46,0,29.12,Norco,5909,Month-to-Month,United States,8457-XIGKN,Stayed,0,0,Male,0,,"33.925833, -117.559639",33.925833,-117.559639,0,19.6,0,0,0,Offer D,0,0,1,0,Credit Card,1,22443,0,Q3,0,4,0,California,0,0,0,20,356.15,0,582.4,0,938.55,0,0,92860,0
38,0,44.55,Walnut Creek,5751,Two Year,United States,7473-ZBDSN,Stayed,1,0,Female,0,,"37.862128, -122.075197",37.862128,-122.075197,1,18.8,0,3,2,Offer D,0,0,0,1,Mailed Check,1,18024,0,Q3,1,5,0,California,0,0,0,14,255.55,0,623.7,0,879.25,0,0,94595,0
24,0,5.65,Downey,5482,One Year,United States,0731-EBJQB,Stayed,0,0,Female,0,,"33.956228, -118.120993",33.956228,-118.120993,1,20.4,0,0,3,Offer B,0,0,1,1,Bank Withdrawal,1,24908,0,Q3,1,3,0,California,0,0,0,52,1090.65,0,293.8,0,1384.45,1,0,90240,0
22,0,11.83,Newport Beach,2010,Month-to-Month,United States,2654-VBVPB,Joined,0,0,Female,0,,"33.62251, -117.927024",33.62251,-117.927024,0,19.9,0,0,0,,0,0,0,0,Bank Withdrawal,1,22133,0,Q3,0,5,0,California,0,0,0,1,19.9,0,11.83,0,31.73,1,0,92663,0
33,17,29.94,Long Beach,3123,Month-to-Month,United States,3780-YVMFA,Stayed,1,0,Female,1,1,"33.760458, -118.129725",33.760458,-118.129725,1,68.55,0,1,1,,0,0,1,1,Bank Withdrawal,1,31352,1,Q3,1,3,0,California,1,1,1,8,564.35,0,239.52,0,803.87,0,1,90803,0
