Age,Avg Monthly GB Download,Avg Monthly Long Distance Charges,CLTV,Contract,Internet Service,Internet Type,Monthly Charge,Multiple Lines,Phone Service,Population,Satisfaction Score,Streaming Movies,Streaming Music,Streaming TV,Tenure in Months,Total Charges,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Unlimited Data,Churn
22,47.12,0.0,2589,Month-to-Month,0,Fiber Optic,44.65,0,0,75325,4,0,0,0,60,2644.48,0.0,0.0,2644.48,0,1
56,15.56,42.5,4596,Two Year,1,Fiber Optic,83.4,0,0,77026,4,0,1,1,35,2919.55,0.0,1390.62,4310.17,1,0
56,14.17,23.22,5703,One Year,0,Fiber Optic,81.39,0,0,48267,2,0,0,0,14,1242.66,0.0,335.21,1577.87,0,0
74,8.18,10.63,3043,Month-to-Month,1,Fiber Optic,86.47,0,0,52908,5,0,1,1,48,4003.05,0.0,532.54,4504.2,0,0
59,31.08,0.0,6221,Two Year,1,Cable,79.38,0,1,67060,2,1,1,0,27,2302.81,0.0,0.0,2302.81,1,0
41,6.8,0.0,2347,Month-to-Month,0,Fiber Optic,23.14,0,0,37530,1,0,0,0,44,1098.19,0.0,0.0,1098.19,0,0
59,0.01,42.85,3403,One Year,0,Fiber Optic,83.32,0,0,26829,5,0,0,0,29,2246.78,0.0,1327.44,3574.22,0,1
56,0.0,1.15,5353,Month-to-Month,1,Fiber Optic,88.36,0,0,88851,2,0,0,0,26,2439.67,0.0,27.24,2466.91,0,0
30,0.0,34.92,4904,One Year,0,Fiber Optic,93.02,1,1,11462,2,0,0,0,26,2252.73,0.0,974.38,3227.11,0,0
47,1.08,23.5,3843,Two Year,0,Fiber Optic,67.73,0,0,78844,4,0,0,0,35,2182.12,0.0,891.18,3073.3,0,0
63,33.86,17.92,5982,Two Year,0,Fiber Optic,47.46,0,0,16505,2,0,0,0,1,46.11,0.0,18.69,64.8,0,1
63,19.8,0.0,5726,Month-to-Month,1,Fiber Optic,117.75,1,1,62037,4,0,1,1,17,2050.63,0.0,0.0,2050.63,0,0
63,36.72,49.22,4836,Month-to-Month,0,Fiber Optic,66.4,1,1,87147,1,0,0,0,75,5251.08,0.0,4031.25,9282.33,0,0
81,0.0,33.14,3027,Month-to-Month,0,Fiber Optic,66.92,0,1,33990,5,0,0,0,35,2565.74,0.0,1169.3,3735.04,0,0
54,1.48,0.0,3879,One Year,1,DSL,71.72,1,1,37220,2,0,1,1,15,1082.68,0.0,0.0,1082.68,0,1
60,31.62,15.54,4573,Month-to-Month,1,Fiber Optic,76.8,0,1,64810,4,1,1,1,11,892.12,56.68,180.34,1129.14,0,0
38,0.85,20.5,3004,One Year,1,Fiber Optic,105.32,1,1,20763,5,0,1,0,3,330.75,0.0,64.42,395.17,1,0
68,2.06,7.91,3566,Month-to-Month,1,DSL,49.43,0,1,11988,3,1,0,0,48,2481.66,0.0,363.51,2845.17,1,1
43,3.24,6.82,2433,Two Year,1,Fiber Optic,63.77,1,1,35808,4,0,1,0,2,136.07,0.0,13.26,149.33,1,1
26,57.11,41.28,3313,One Year,0,Fiber Optic,50.66,0,0,101123,2,0,0,0,30,1433.85,0.0,1147.38,2581.23,0,0
18,9.82,0.0,5431,One Year,1,Fiber Optic,70.81,0,0,65710,5,1,0,1,17,1317.07,0.0,0.0,1317.07,1,1
64,58.44,49.0,3883,Month-to-Month,1,DSL,84.53,1,1,61688,3,0,0,1,6,516.44,0.0,283.11,799.55,1,0
56,34.42,29.05,3739,One Year,1,Fiber Optic,94.35,0,1,87942,1,1,1,1,19,1830.3,90.76,505.85,2426.91,1,0
56,9.91,23.89,4270,Month-to-Month,0,Fiber Optic,87.98,1,1,845,3,0,0,0,51,4471.22,82.93,1154.19,5708.34,0,0
48,0.0,9.15,5247,Two Year,0,Fiber Optic,15.46,0,1,56965,4,0,0,0,26,441.72,0.0,238.58,680.3,0,0
40,40.78,0.0,4481,Month-to-Month,0,Fiber Optic,66.78,0,1,101084,2,0,0,0,1,60.34,0.0,0.0,60.34,0,0
44,0.0,46.25,3671,Month-to-Month,0,Fiber Optic,47.79,1,1,2238,1,0,0,0,1,52.43,0.0,42.17,94.6,0,1
42,1.87,33.02,5831,Month-to-Month,0,Fiber Optic,17.72,0,1,58177,5,0,0,0,23,438.9,0.0,830.48,1269.38,0,0
39,39.03,48.79,5340,Two Year,0,Fiber Optic,56.37,0,0,58205,4,0,0,0,39,2393.79,0.0,2013.39,4407.18,0,0
46,11.43,20.12,4326,Two Year,1,DSL,59.96,0,0,28869,5,0,0,1,44,2543.18,0.0,840.6,3383.78,1,0
36,32.34,0.0,2400,Month-to-Month,1,Cable,73.15,0,0,6671,1,1,0,0,24,1718.28,0.0,0.0,1713.61,1,0
61,40.0,10.5,4844,Two Year,1,Fiber Optic,24.83,1,1,51182,1,1,1,0,28,699.54,0.0,296.41,995.62,0,0
43,45.99,0.0,4084,One Year,1,Fiber Optic,86.22,1,1,51539,4,1,1,1,57,5168.72,0.0,0.0,5168.72,1,0
57,0.0,0.0,2627,Month-to-Month,1,Fiber Optic,47.22,0,1,36414,2,1,0,0,35,1680.99,0.0,0.0,1680.99,1,0
58,0.0,0.0,3342,Two Year,1,Fiber Optic,85.07,0,0,93934,1,0,0,1,47,4386.11,0.0,0.0,4386.11,0,0
34,5.04,0.0,4933,Month-to-Month,0,Fiber Optic,54.95,0,1,339,3,0,0,0,40,2260.47,0.0,0.0,2260.47,0,1
18,37.07,11.83,2468,One Year,1,Fiber Optic,36.87,0,1,61672,2,0,1,0,7,253.2,0.0,89.86,343.06,0,0
51,15.75,13.69,2960,Month-to-Month,1,DSL,48.33,0,0,79351,5,1,0,0,5,244.33,0.0,67.26,311.59,0,0
55,8.29,37.44,5125,Two Year,1,DSL,120.88,1,1,62255,1,1,0,0,12,1554.81,0.0,478.34,2000.14,0,0
50,43.27,28.56,6487,Month-to-Month,0,Fiber Optic,87.45,0,1,98446,2,0,0,0,20,1629.2,0.0,553.93,2183.13,0,1
33,16.79,38.14,2445,Month-to-Month,0,Fiber Optic,15.32,0,0,1281,2,0,0,0,37,561.5,0.0,1488.38,2021.39,0,0
53,16.66,39.59,5374,Month-to-Month,0,Fiber Optic,43.27,0,1,98144,5,0,0,0,49,2100.65,0.0,1881.03,3981.68,0,1
45,26.85,47.41,2349,Two Year,1,Fiber Optic,49.39,0,1,73894,2,0,0,0,13,604.17,0.0,595.43,1199.6,1,0
53,0.0,0.0,4944,One Year,1,DSL,69.55,0,1,70611,2,0,1,0,59,3722.06,0.0,0.0,3722.06,1,1
61,4.04,10.76,3040,One Year,1,Cable,55.15,0,0,50664,4,0,0,0,26,1554.01,95.5,282.06,1931.57,1,1
57,0.0,7.76,4402,Month-to-Month,1,Fiber Optic,90.54,0,0,85220,1,1,1,1,27,2447.51,0.0,223.92,2628.98,0,0
36,0.0,9.34,3955,One Year,1,Fiber Optic,18.46,0,1,47676,4,0,1,1,23,385.55,0.0,205.77,591.32,1,1
65,0.0,0.0,3842,Month-to-Month,1,Fiber Optic,108.55,1,1,4797,3,1,1,1,35,3454.37,0.0,0.0,3454.37,1,1
41,17.31,48.6,4489,Month-to-Month,1,Fiber Optic,13.91,0,0,78906,4,0,0,0,65,974.35,0.0,3206.12,4180.47,0,0
46,8.88,0.0,6253,Month-to-Month,0,Fiber Optic,74.4,0,1,17924,2,0,0,0,31,2355.83,0.0,0.0,2355.83,0,1
29,0.0,0.0,6335,Two Year,1,Fiber Optic,12.86,0,0,19223,5,0,0,1,30,360.0,35.41,0.0,395.41,1,0
54,22.14,26.77,2865,Month-to-Month,0,Fiber Optic,18.43,0,1,53559,2,0,0,0,32,564.87,0.0,929.8,1494.67,0,0
21,0.0,35.52,6383,Month-to-Month,0,Fiber Optic,66.06,0,0,94504,2,0,0,0,63,4548.54,0.0,2119.83,6668.37,0,1
53,0.0,4.23,5677,Two Year,1,Fiber Optic,21.12,0,0,42378,2,0,1,1,10,212.88,0.0,38.6,251.48,0,1
29,26.54,22.66,4396,Month-to-Month,0,Fiber Optic,102.97,0,0,29365,2,0,0,0,51,5530.63,19.43,1127.41,6677.47,0,0
55,0.0,4.7,5789,Two Year,1,Fiber Optic,95.39,1,1,32208,3,0,1,0,56,5104.73,0.0,236.93,5341.66,1,1
61,40.58,29.66,5137,Month-to-Month,0,Fiber Optic,121.13,0,0,29605,2,0,0,0,9,1114.25,0.0,262.14,1376.39,0,0
39,2.81,29.46,2883,Month-to-Month,0,Fiber Optic,96.0,0,1,15105,3,0,0,0,58,5264.2,0.0,1765.33,7029.53,0,0
57,31.42,30.57,2151,Two Year,1,Fiber Optic,134.0,0,0,54000,1,0,0,0,23,3161.54,0.0,670.53,3832.07,0,1
59,0.46,16.5,3482,Two Year,1,Fiber Optic,64.73,0,0,75344,2,0,1,0,45,3070.73,0.0,746.84,3796.23,1,0
52,0.0,0.0,3027,Month-to-Month,1,Fiber Optic,86.37,0,0,47728,2,1,0,0,37,3177.8,92.46,0.0,3270.26,0,0
60,12.82,0.0,2472,Month-to-Month,1,DSL,102.41,1,1,99854,2,0,1,0,30,2810.73,0.0,0.0,2810.73,0,1
50,19.97,35.45,2664,One Year,1,Fiber Optic,69.07,0,1,80768,4,1,0,0,33,2427.26,0.0,1142.17,3549.62,0,0
18,51.07,12.35,4100,Month-to-Month,1,Fiber Optic,107.61,0,0,66354,3,0,0,0,1,104.33,0.0,12.5,116.83,0,0
77,27.25,17.73,3615,Month-to-Month,0,Fiber Optic,17.36,0,0,4390,2,0,0,0,27,465.29,23.78,508.98,998.05,0,0
43,51.02,0.0,3952,One Year,1,Fiber Optic,76.58,0,0,19332,1,0,1,0,3,239.88,0.0,0.0,239.88,0,1
46,19.96,40.91,2381,Two Year,0,Fiber Optic,71.13,0,1,5431,2,0,0,0,1,68.17,0.0,41.63,109.8,0,0
27,34.28,49.42,4404,Two Year,1,DSL,95.79,0,0,95588,5,0,0,0,20,2042.66,0.0,1067.73,3110.39,1,0
81,17.86,39.31,4288,Two Year,1,Fiber Optic,96.38,0,0,78576,2,0,0,0,6,582.04,0.0,222.65,804.69,1,0
39,78.34,0.0,3172,Month-to-Month,1,DSL,66.35,0,0,24210,5,0,1,1,84,6113.21,0.0,0.0,6113.21,0,0
26,17.3,4.13,3572,One Year,0,Fiber Optic,47.71,1,1,49294,3,0,0,0,47,2344.07,14.92,190.06,2549.05,0,0
18,6.49,49.41,6389,One Year,1,Fiber Optic,76.56,0,0,59436,2,0,0,0,20,1596.93,0.0,1036.14,2590.16,1,0
74,22.22,20.99,2760,Two Year,1,Fiber Optic,59.46,0,1,55707,5,0,0,1,13,817.53,0.0,272.51,1090.04,1,1
37,8.25,49.15,4380,Two Year,1,Fiber Optic,135.39,1,1,93385,4,1,0,1,24,2959.48,0.0,1206.83,4166.31,0,0
48,0.0,0.0,4230,One Year,0,Fiber Optic,77.67,0,1,54863,2,0,0,0,29,2233.39,0.0,0.0,2233.39,0,0
67,19.64,49.58,5186,Month-to-Month,0,Fiber Optic,68.27,0,0,19292,2,0,0,0,73,4978.17,0.0,3537.38,8468.75,0,0
38,33.77,0.0,4480,Month-to-Month,0,Fiber Optic,58.48,0,0,53391,5,0,0,0,1,61.63,0.0,0.0,61.63,0,0
55,25.36,0.0,2863,Month-to-Month,0,Fiber Optic,82.38,0,1,41424,4,0,0,0,25,1959.91,84.32,0.0,2044.23,0,0
62,0.0,3.34,3095,Two Year,1,Fiber Optic,89.37,0,1,32982,1,1,0,0,24,2332.1,0.0,82.34,2382.46,1,0
18,14.67,27.27,6313,Month-to-Month,0,Fiber Optic,83.78,0,0,56900,3,0,0,0,29,2217.16,5.66,737.85,2960.67,0,0
60,65.32,0.8,2697,One Year,1,DSL,74.61,1,1,5590,1,1,1,1,12,977.53,0.0,9.8,987.33,1,0
55,0.0,2.76,3402,One Year,1,Fiber Optic,21.5,0,1,19651,5,1,0,0,36,822.45,39.11,93.97,955.53,1,0
47,0.0,9.22,5613,One Year,0,Fiber Optic,75.13,0,0,73510,3,0,0,0,74,5876.2,24.0,618.44,6491.07,0,0
56,30.87,45.76,5545,Two Year,0,Fiber Optic,36.74,0,0,28079,2,0,0,0,73,2745.21,65.85,3431.88,6242.94,0,0
47,13.93,34.59,3933,Month-to-Month,1,DSL,10.47,0,1,94308,4,1,1,1,61,635.5,0.0,2093.96,2729.46,1,0
22,1.65,45.79,3148,Two Year,1,DSL,85.67,0,1,56358,5,0,0,0,11,990.77,0.0,541.7,1532.47,1,0
32,32.55,0.0,4519,One Year,1,DSL,77.48,0,1,52243,3,1,0,0,66,4758.28,0.0,0.0,4758.28,0,0
44,39.72,29.06,6030,Month-to-Month,0,Fiber Optic,48.41,0,0,89437,5,0,0,0,43,2081.73,0.0,1127.8,3209.53,0,1
28,18.74,45.06,5139,Month-to-Month,1,Fiber Optic,102.19,0,0,97242,3,1,1,0,39,4109.59,0.0,1753.18,5862.77,0,0
18,30.88,48.23,2821,Month-to-Month,1,Fiber Optic,27.9,0,0,17548,3,1,1,1,1,27.45,0.0,47.62,75.07,1,1
72,7.84,38.03,5445,Month-to-Month,0,Fiber Optic,51.89,1,1,77313,3,0,0,0,22,1078.4,0.0,788.63,1867.03,0,0
35,7.66,0.0,5619,Month-to-Month,0,Fiber Optic,86.62,0,0,36869,3,0,0,0,1,81.97,0.0,0.0,81.97,0,0
39,0.0,5.63,5060,Month-to-Month,0,Fiber Optic,33.61,0,0,21808,5,0,0,0,3,103.07,0.0,18.01,121.08,0,0
29,21.55,30.05,4128,Two Year,1,DSL,27.67,1,1,98518,4,1,1,0,52,1430.19,89.26,1561.61,3081.06,0,0
80,29.53,0.0,3625,Month-to-Month,1,Fiber Optic,88.14,0,1,37280,5,1,1,1,10,868.04,0.0,0.0,868.04,0,0
63,0.0,0.0,2534,Month-to-Month,0,Fiber Optic,34.44,0,1,62013,1,0,0,0,80,2869.12,0.0,0.0,2869.12,0,1
40,49.24,1.64,4170,One Year,1,DSL,81.44,1,1,73250,3,1,0,1,35,2758.63,0.0,56.62,2815.25,1,0
30,40.04,49.18,4798,Two Year,0,Fiber Optic,26.45,0,1,9149,3,0,0,0,17,488.53,0.0,779.97,1268.5,0,1
18,40.41,29.95,2708,Month-to-Month,0,Fiber Optic,90.87,0,0,66982,3,0,0,0,39,3681.76,79.9,1215.42,4977.08,0,0
66,19.95,0.0,2752,One Year,1,DSL,129.28,0,1,93259,2,0,0,1,31,3910.17,0.0,0.0,3910.17,1,0
78,0.0,11.9,2981,Month-to-Month,0,Fiber Optic,79.12,1,1,9844,5,0,0,0,15,1114.36,0.0,164.06,1278.42,0,0
81,7.75,39.42,3091,Month-to-Month,1,DSL,95.96,0,0,60223,3,0,1,0,30,3098.59,17.56,1124.85,4241.0,1,0
35,42.11,41.28,3091,Two Year,0,Fiber Optic,87.55,0,0,21489,1,0,0,0,1,87.47,0.0,38.46,125.93,0,0
37,28.86,40.82,3920,Month-to-Month,0,Fiber Optic,10.0,0,0,56255,3,0,0,0,45,464.96,0.0,1918.1,2383.06,0,0
48,44.07,1.33,6072,Month-to-Month,0,Fiber Optic,77.71,0,0,67636,4,0,0,0,13,1079.26,0.0,16.39,1095.65,0,1
40,54.18,0.0,5370,Month-to-Month,1,DSL,67.66,0,0,79027,4,0,0,1,9,627.64,52.61,0.0,680.25,1,0
42,37.66,42.48,6332,One Year,0,Fiber Optic,52.16,0,0,37016,4,0,0,0,44,2251.12,0.0,2053.09,4304.21,0,0
34,19.62,45.65,2257,Two Year,0,Fiber Optic,122.88,0,1,82108,4,0,0,0,23,3072.25,0.0,1079.17,4104.78,0,0
47,20.55,9.83,2421,Month-to-Month,1,Fiber Optic,86.33,0,1,92647,2,1,0,1,1,86.33,0.0,9.26,81.97,1,1
53,94.34,43.81,6474,Two Year,0,Fiber Optic,39.6,0,1,95804,5,0,0,0,1,35.85,48.87,46.84,131.56,0,0
59,37.73,35.4,4894,Month-to-Month,0,Fiber Optic,87.82,0,0,33455,1,0,0,0,23,2099.86,0.0,880.5,2980.36,0,1
18,12.04,22.34,5498,One Year,0,Fiber Optic,63.86,0,0,41936,3,0,0,0,41,2636.2,0.0,966.63,3602.83,0,0
58,0.0,27.48,4769,Two Year,0,Fiber Optic,113.59,1,1,27361,4,0,0,0,39,4615.95,0.0,999.94,5615.89,0,0
56,5.16,32.67,2581,Month-to-Month,1,Fiber Optic,78.22,0,0,40273,2,0,1,0,1,77.13,0.0,34.31,111.44,0,1
42,14.98,37.09,5404,Month-to-Month,0,Fiber Optic,64.22,0,1,90082,2,0,0,0,46,3151.89,0.0,1748.86,4900.75,0,0
37,15.81,44.15,5671,One Year,0,Fiber Optic,75.83,0,1,43782,1,0,0,0,14,1025.31,0.0,676.94,1652.82,0,1
44,0.0,0.99,3632,Month-to-Month,1,Fiber Optic,63.87,0,1,16510,5,1,0,0,88,5588.26,0.0,92.55,5680.81,1,1
74,0.0,0.0,3824,Month-to-Month,0,Fiber Optic,102.42,0,0,76842,2,0,0,0,54,5068.4,0.0,0.0,5068.4,0,0
52,4.96,4.16,5477,Two Year,1,DSL,104.4,0,0,19030,3,0,1,1,44,4871.27,0.0,201.0,5072.27,1,0
60,22.0,39.44,5948,Two Year,0,Fiber Optic,57.56,0,0,94166,4,0,0,0,6,374.18,0.0,223.33,597.51,0,0
66,11.14,0.0,6275,Month-to-Month,0,Fiber Optic,66.1,0,0,89746,1,0,0,0,6,372.16,0.0,0.0,372.16,0,0
68,25.86,16.28,4953,Month-to-Month,0,Fiber Optic,92.44,1,1,47102,3,0,0,0,30,2886.75,0.0,466.66,3353.41,0,0
42,41.65,0.53,6480,One Year,0,Fiber Optic,55.29,0,1,60531,4,0,0,0,5,289.48,0.0,2.91,292.39,0,1
26,25.19,0.0,3373,Month-to-Month,0,Fiber Optic,22.79,1,1,43623,5,0,0,0,32,744.54,1.85,0.0,746.39,0,0
36,32.74,0.0,2871,One Year,0,Fiber Optic,11.23,1,1,12038,4,0,0,0,22,266.62,0.0,0.0,266.62,0,0
48,0.0,27.47,3464,Month-to-Month,1,DSL,81.8,0,0,91556,1,0,1,1,34,2932.57,0.0,994.07,3926.64,1,1
81,27.57,1.28,4097,Two Year,1,Fiber Optic,26.44,0,0,7413,4,1,0,0,81,2339.48,0.0,105.5,2410.65,1,1
69,0.0,39.09,5224,One Year,1,Fiber Optic,98.59,1,1,62829,4,0,0,1,25,2355.1,0.0,891.15,3246.25,0,0
59,40.19,0.0,5851,Two Year,0,Fiber Optic,65.5,0,0,85187,4,0,0,0,1,66.17,0.0,0.0,66.17,0,1
20,0.0,14.91,3709,Month-to-Month,0,Fiber Optic,59.61,0,0,56587,5,0,0,0,72,4558.91,0.0,1143.46,5680.29,0,0
42,38.82,5.99,4632,Month-to-Month,0,Fiber Optic,77.19,0,1,56365,2,0,0,0,3,249.73,25.48,17.75,292.96,0,0
48,34.84,0.0,4123,Month-to-Month,1,Fiber Optic,33.87,0,0,34755,4,1,1,1,10,367.01,0.0,0.0,367.01,1,1
34,7.01,26.25,2007,Month-to-Month,0,Fiber Optic,82.99,0,1,97828,3,0,0,0,30,2333.15,56.61,815.12,3204.88,0,0
22,29.09,16.81,2370,Month-to-Month,0,Fiber Optic,58.37,0,1,12504,3,0,0,0,12,733.07,0.0,210.4,943.47,0,0
30,2.62,11.66,5241,Month-to-Month,0,Fiber Optic,40.42,1,1,36492,1,0,0,0,50,1852.36,0.0,525.4,2338.48,0,1
57,34.2,0.0,4011,One Year,1,Cable,67.54,0,1,62659,3,1,0,0,63,3875.5,0.0,0.0,3875.5,1,0
59,24.06,0.0,5270,One Year,1,DSL,77.94,0,0,93889,4,1,0,1,21,1763.55,0.0,0.0,1763.55,1,0
67,50.76,0.0,3353,One Year,0,Fiber Optic,81.1,0,1,26068,3,0,0,0,16,1178.59,0.0,0.0,1178.59,0,0
72,12.41,0.0,4609,One Year,0,Fiber Optic,64.52,0,0,57928,4,0,0,0,18,1236.1,0.0,0.0,1236.1,0,1
39,41.98,31.61,2108,Month-to-Month,1,Fiber Optic,145.07,0,1,42123,5,1,0,1,30,4477.99,0.0,887.23,5320.05,1,0
47,45.13,0.0,5675,Month-to-Month,1,DSL,118.66,1,1,41642,2,1,0,1,30,3648.69,0.0,0.0,3648.69,1,0
42,12.58,0.0,3166,Month-to-Month,1,Fiber Optic,102.64,1,1,28043,3,1,1,1,4,392.88,6.68,0.0,394.16,1,0
61,15.58,34.11,6297,Month-to-Month,0,Fiber Optic,123.68,0,0,60543,1,0,0,0,1,125.8,0.0,31.47,153.29,0,1
29,0.0,10.15,4104,Two Year,1,Fiber Optic,66.52,0,0,49190,1,1,1,0,29,2102.95,0.0,312.1,2415.05,1,0
45,14.95,46.34,4157,Month-to-Month,0,Fiber Optic,91.21,0,0,73261,4,0,0,0,13,1243.62,0.0,568.87,1781.96,0,0
32,41.86,15.07,3468,Month-to-Month,1,DSL,22.62,0,0,89814,2,1,1,0,17,396.06,91.96,236.72,724.74,1,0
38,25.74,12.83,2807,Month-to-Month,1,DSL,71.75,0,0,49068,5,0,0,1,5,340.91,58.83,66.61,466.35,1,0
60,33.96,0.0,4179,One Year,0,Fiber Optic,23.68,0,0,34187,4,0,0,0,45,998.71,0.0,0.0,954.93,0,0
56,0.0,0.0,5598,Two Year,1,DSL,108.69,0,0,95401,3,0,0,0,56,5754.52,0.0,0.0,5754.52,0,0
64,0.0,21.05,2795,Two Year,1,Fiber Optic,26.06,0,1,59903,3,1,1,1,39,996.2,6.89,793.65,1796.74,1,1
57,7.12,34.88,6489,Month-to-Month,1,DSL,58.02,0,0,65519,5,1,0,0,54,2876.05,0.0,1989.73,4865.78,1,0
46,20.48,3.65,3083,Month-to-Month,0,Fiber Optic,57.71,1,1,39493,2,0,0,0,5,276.26,0.0,18.91,295.17,0,0
18,8.9,4.25,2893,One Year,1,Fiber Optic,76.9,0,1,7698,4,1,0,1,72,5235.16,0.0,288.9,5524.06,0,0
74,8.14,0.0,3627,Month-to-Month,0,Fiber Optic,71.6,0,0,41635,5,0,0,0,17,1206.13,0.0,0.0,1206.13,0,0
44,0.0,14.63,3009,Month-to-Month,1,Fiber Optic,111.97,0,0,82308,2,1,1,0,4,411.18,97.9,61.89,570.97,0,0
72,7.95,0.0,6363,One Year,1,DSL,49.92,1,1,91123,5,0,0,0,1,46.12,36.2,0.0,82.32,1,1
33,22.82,40.67,3750,Two Year,0,Fiber Optic,118.55,0,0,80112,3,0,0,0,22,2578.85,0.0,841.55,3420.4,0,1
61,40.47,46.3,2887,Month-to-Month,0,Fiber Optic,91.21,0,0,16644,5,0,0,0,45,4283.13,0.0,1991.85,6274.98,0,0
32,33.61,7.31,4920,Month-to-Month,0,Fiber Optic,38.14,0,0,43321,2,0,0,0,1,37.27,0.0,6.79,44.06,0,1
20,44.72,4.79,5118,Month-to-Month,1,Fiber Optic,87.67,0,1,78654,2,0,0,1,27,2194.67,93.25,136.81,2376.03,1,1
64,26.11,47.86,4533,Month-to-Month,0,Fiber Optic,49.81,0,0,52027,4,0,0,0,52,2443.76,0.0,2525.86,4969.62,0,0
72,35.03,0.0,5416,Month-to-Month,1,Fiber Optic,107.65,1,1,76732,1,1,1,0,17,1856.72,0.0,0.0,1856.72,0,1
29,40.93,9.62,2590,One Year,1,DSL,65.83,0,0,13802,4,0,0,0,33,2131.47,0.0,300.62,2432.09,0,0
74,13.42,0.0,5826,Month-to-Month,0,Fiber Optic,57.01,0,1,29170,4,0,0,0,66,3790.87,0.0,0.0,3790.87,0,0
23,11.03,38.15,2506,Month-to-Month,1,Cable,54.41,1,1,39473,2,0,0,1,64,3181.94,0.0,2300.38,5482.32,0,0
30,16.66,48.81,2013,Month-to-Month,1,DSL,41.59,0,0,75031,1,1,0,0,40,1523.32,0.0,2038.87,3562.19,0,0
41,22.74,8.88,4500,Month-to-Month,1,DSL,131.36,0,0,35033,1,0,1,1,52,7261.53,0.0,477.45,7738.98,0,0
37,10.32,33.66,3748,Month-to-Month,0,Fiber Optic,74.02,0,1,77841,5,0,0,0,1,79.21,0.0,33.34,112.55,0,1
38,10.34,46.01,2116,Two Year,1,Cable,86.66,0,1,83023,5,0,1,1,20,1755.91,0.0,894.91,2650.82,0,0
73,5.59,44.52,6074,Month-to-Month,1,Fiber Optic,82.95,0,0,3375,2,0,1,0,53,4166.88,0.0,2239.95,6406.83,1,0
58,28.53,13.67,5927,Two Year,1,Fiber Optic,50.83,0,1,72830,5,0,1,1,44,2401.3,0.0,645.01,3046.31,1,1
28,10.36,26.31,4235,Two Year,1,Cable,20.63,0,0,28032,4,0,0,0,19,360.6,0.0,544.49,905.09,1,0
29,43.77,30.42,5757,Month-to-Month,0,Fiber Optic,78.69,0,0,11090,4,0,0,0,2,159.49,26.4,55.88,241.77,0,1
27,0.0,0.0,3846,Month-to-Month,0,Fiber Optic,10.0,1,1,87543,5,0,0,0,16,167.57,0.0,0.0,167.57,0,0
53,0.0,48.84,2707,Two Year,0,Fiber Optic,50.28,0,0,60164,3,0,0,0,54,2838.54,0.0,2436.45,5274.99,0,0
21,57.75,19.51,4059,Month-to-Month,1,Cable,111.77,0,0,43629,5,0,0,0,33,3726.13,43.31,602.75,4372.19,0,0
36,15.55,21.65,2316,Two Year,1,Fiber Optic,59.88,0,0,43567,2,1,0,1,45,2449.46,47.45,988.98,3485.89,0,0
41,0.0,4.24,5887,Month-to-Month,0,Fiber Optic,22.62,0,1,61134,5,0,0,0,41,948.13,74.44,175.28,1197.85,0,0
48,36.69,0.0,6131,Month-to-Month,0,Fiber Optic,50.36,0,0,78381,2,0,0,0,73,3942.39,0.0,0.0,3942.39,0,1
36,16.15,0.0,3105,Two Year,1,Cable,88.76,0,1,89797,3,1,1,1,1,91.78,67.56,0.0,159.34,1,0
55,20.83,20.24,3509,Month-to-Month,0,Fiber Optic,35.89,1,1,95566,2,0,0,0,23,882.88,0.38,439.1,1322.36,0,0
26,0.0,32.98,2424,Month-to-Month,1,Fiber Optic,40.87,0,0,71269,1,0,0,1,39,1570.74,0.0,1177.59,2748.33,1,0
55,42.55,24.78,4110,Two Year,0,Fiber Optic,92.16,1,1,53151,1,0,0,0,28,2594.46,0.0,700.24,3294.7,0,1
22,42.3,0.0,4064,Two Year,0,Fiber Optic,42.7,0,1,12913,1,0,0,0,1,42.6,0.0,0.0,42.6,0,0
41,54.62,0.0,6313,Month-to-Month,0,Fiber Optic,28.1,0,0,63498,1,0,0,0,86,2310.28,0.0,0.0,2310.28,0,0
61,8.47,41.28,6128,Two Year,0,Fiber Optic,85.4,0,0,16973,1,0,0,0,1,88.99,18.06,41.84,148.89,0,0
33,0.0,0.0,4945,Two Year,1,Fiber Optic,72.28,0,0,51337,3,1,1,0,38,2599.81,0.0,0.0,2599.81,0,1
50,7.69,0.0,4479,One Year,1,DSL,83.0,1,1,89695,5,1,0,0,68,6147.5,0.0,0.0,6147.5,0,0
65,34.97,15.8,5064,Month-to-Month,1,Fiber Optic,93.33,0,1,42089,2,0,1,0,17,1582.98,0.0,270.79,1853.77,1,0
29,14.69,26.86,6454,Month-to-Month,0,Fiber Optic,70.22,1,1,27607,5,0,0,0,51,3710.96,0.0,1384.45,5095.41,0,0
21,43.66,41.56,3523,Month-to-Month,1,Cable,60.09,0,1,77169,1,0,1,1,21,1188.1,0.0,817.5,2005.6,1,0
36,32.73,16.89,5639,One Year,0,Fiber Optic,100.27,0,1,22433,2,0,0,0,40,3847.01,0.0,609.31,4456.32,0,1
33,16.35,0.0,6301,Two Year,1,DSL,79.29,0,0,94504,3,1,0,0,1,82.32,0.0,0.0,47.17,0,0
49,20.31,29.14,3967,Month-to-Month,0,Fiber Optic,63.07,0,1,43441,2,0,0,0,45,2879.6,0.0,1385.91,4265.51,0,1
